item_number,hour,0
P79011,6,3
175847,10,3
AP0043,13,3
175017,11,3
112099,10,3
175017,8,3
175847,7,3
V01321,7,3
175846,10,3
765310190,13,3
175846,8,3
AM3841901,10,3
AM3841901,6,3
P79026,5,3
104800,9,3
SM2717,12,3
104800,10,3
AC1867,10,3
772615714,10,3
AC8490,8,3
175029,10,3
175027,11,3
768560030,5,3
AC6513,10,3
175027,5,3
AC6503,13,3
SM2265,6,3
772614325,6,3
AC6142,11,3
P81952,7,3
SM2262,13,3
P81952,9,3
768560840,10,3
768560850,5,3
52-129-440-521,5,3
768560850,6,3
P82169,11,3
AC2175,11,3
P82170,5,3
768567470,13,3
AC6045,7,3
SM2260,11,3
AC6034,5,3
SM2219,7,3
175029,6,3
SM2260,10,3
175029,7,3
AC5909,6,3
AC5768,10,3
AC5768,6,3
175828,13,3
SM2260,6,3
52-324-015-084,13,3
P81771,11,3
P81487,11,3
110191LF,9,3
175833,5,3
52-128-321-521,9,3
SM2271,7,3
AC8480,7,3
767780020,6,3
52-128-321-521,11,3
AC8479,10,3
107024,11,3
52-128-321-521,12,3
768080170,10,3
110190LF,8,3
AC8431,11,3
110190LF,16,3
175832,8,3
AC1878,9,3
P81771,8,3
768081980,10,3
112099,8,3
175832,6,3
768082350,5,3
AC1878,10,3
175025,9,3
P81497,7,3
112098,13,3
768082350,13,3
768082390,8,3
P81498,5,3
AC2175,7,3
175831,10,3
52-324-015-092,5,3
178473,9,3
SM2235,9,3
V50927,5,3
60A0B1006,10,3
7C9550100,12,3
52-362-271-001,8,3
P6015415,5,3
SM0757,12,3
P6015255,5,3
P6015415,7,3
DT0796,10,3
DT0796,7,3
117402LF,12,3
555039,10,3
G95805,10,3
V50925,11,3
08-105-085-057,7,3
510936,7,3
P6015418,9,3
7C0252030,10,3
P6015254,5,3
510936,11,3
SM0712,11,3
DT0769,12,3
117416LF,13,3
DT0769,9,3
DT0769,8,3
104328,13,3
G95806,6,3
G95801,9,3
117416LF,5,3
555038,11,3
SM0739,8,3
P6015257,8,3
52-462-482-501,11,3
104313,9,3
52-462-487-501,7,3
SM1497,7,3
903582,5,3
52-239-570-001,10,3
P6015387,7,3
52-362-332-001,14,3
117403LF,8,3
52-462-491-501,5,3
V50927,10,3
555038,8,3
DM1045,9,3
P6015387,13,3
117412LF,4,3
52-462-491-501,13,3
104315,16,3
52-521-933-001,7,3
52-239-567-001,9,3
P6015256,6,3
104318,16,3
SM0715,5,3
903586,5,3
117402LF,5,3
SM0711,7,3
V59171,5,3
SM0707,9,3
P6015551,9,3
104453LF,13,3
7C8051030,8,3
DR0610,5,3
52-460-769-009,8,3
SM0741,12,3
V59173,13,3
V50836,13,3
P6015135,12,3
SM0708,6,3
52-362-269-001,5,3
A07001,10,3
52-362-335-001,6,3
DR0298,6,3
SM0731,7,3
P6015135,11,3
DR0240,7,3
7C0252020,6,3
7C0252020,5,3
104458LF,13,3
P6015607,6,3
A07018,6,3
P6015135,10,3
52-362-387-001,8,3
DR0610,10,3
512749,13,3
510936,14,3
117401LF,9,3
52-362-269-001,16,3
V50922,11,3
V50922,5,3
SM0710,13,3
557046,9,3
G95806,11,3
P6015548,5,3
132202,5,3
903589,7,3
G95807,6,3
115170,7,3
104452LF,12,3
7C8051030,10,3
117401LF,4,3
6055B2001,6,3
SM0709,8,3
P6015549,9,3
512740,9,3
117107LF,12,3
P6015549,12,3
512749,7,3
512749,11,3
512749,12,3
903590,9,3
G95787,7,3
P6015257,9,3
52-462-482-501,10,3
52-460-769-018,12,3
52-460-769-019,10,3
52-362-329-001,5,3
SM0728,9,3
V51761,7,3
117410LF,11,3
FP0002,5,3
SM0726,10,3
SM0732,8,3
52-460-769-700,7,3
52-460-769-700,9,3
52-460-769-019,5,3
52-460-769-700,10,3
7C0352220,10,3
52-460-769-017,8,3
7C0342490,11,3
52-460-769-702,10,3
SM0732,12,3
FM0022,9,3
104302,12,3
V51759,12,3
104303,13,3
104304,8,3
52-460-808-501,9,3
52-460-808-501,13,3
509101,9,3
52-460-769-019,11,3
52-460-826-000,7,3
52-460-769-021,10,3
P6015267,8,3
52-261-022-001,9,3
SM0730,12,3
52-261-022-001,11,3
52-460-769-210,5,3
52-362-322-001,13,3
7C0449080,8,3
SM0761,5,3
SM0761,7,3
7C0449080,11,3
117410LF,6,3
SM0760,11,3
P6015275,13,3
52-460-769-212,10,3
52-460-769-020,11,3
P6015270,7,3
FM0026,9,3
V51802,9,3
903577,7,3
FM0026,6,3
52-261-521-001,8,3
SM0760,9,3
103350,12,3
7C0449190,6,3
P6015262,7,3
P6015261,12,3
902793,7,3
903580,13,3
SM1251,11,3
V51756,5,3
P6015345,5,3
52-460-769-014,9,3
510713,6,3
V51673,9,3
P6015345,11,3
V50945,10,3
P6015349,7,3
V50940,7,3
52-462-165-501,9,3
V50939,13,3
G92849,7,3
SM0734,8,3
7C0342480,10,3
52-362-317-001,10,3
F04600,6,3
52-460-769-013,13,3
52-462-482-501,7,3
P6015375,12,3
P6015259,5,3
117411LF,10,3
903582,4,3
52-460-769-013,12,3
52-239-611-001,13,3
52-260-376-003,7,3
117410LF,13,3
G92848,5,3
52-461-390-001,6,3
52-460-769-016,7,3
52-461-390-001,12,3
52-461-395-001,5,3
52-461-395-001,8,3
SM0722,7,3
SM0733,6,3
SM0722,6,3
104309,12,3
52-461-827-501,6,3
P6015308,6,3
7C0342490,10,3
52-460-769-014,10,3
510368,6,3
52-461-827-501,9,3
SM0733,9,3
7C0342490,8,3
903580,5,3
SM0758,12,3
SM0733,10,3
P6015312,9,3
P6015316,5,3
7C064101A,5,3
V51756,10,3
P6015135,8,3
P6015554,6,3
P6015607,8,3
52-427-144-501,13,3
772762007,5,3
P6015043,5,3
P6015970,12,3
772720339,9,3
760186040,5,3
772720339,6,3
DM2050,7,3
SM0158,5,3
SM0154,11,3
178487,6,3
SM0154,7,3
P6016201,13,3
115180,9,3
52-427-144-501,16,3
52-116-917-501,5,3
P6016234,5,3
SM0154,5,3
V1002165,10,3
SM0751,10,3
M1000270,10,3
DM2034,11,3
P6017948,6,3
115180,10,3
52-116-917-501,10,3
YA6015,7,3
SM0752,6,3
V1002166,9,3
V1002166,11,3
52-429-717-020,13,3
P6015883,7,3
P6015883,10,3
178487,12,3
52-105-175-003,8,3
Y93713,10,3
SM0181,10,3
115183,10,3
P6015051,6,3
SM0706,6,3
SM0752,10,3
SM0180,10,3
SM0178,8,3
115183,6,3
SM0170,5,3
P6015949,10,3
760186000,12,3
Y94222,12,3
SM2107,11,3
772762007,11,3
P6015045,7,3
772762007,10,3
V1002166,13,3
DM2034,5,3
V1001222,6,3
SM2106,10,3
SM0132,8,3
A91555,9,3
P6019664,8,3
P6019664,10,3
P6014973,8,3
SM0140,5,3
52-427-243-501,11,3
772650413,10,3
P6019699,5,3
760282010,7,3
SM2114,10,3
DM1076,9,3
115178,8,3
115116,14,3
DM1076,6,3
178476,7,3
M28101,8,3
SM0749,8,3
V1001188,14,3
P63231,6,3
52-427-242-501,9,3
P63231,9,3
V1001188,12,3
104502,5,3
SM0054,6,3
DM1119,10,3
A91555,7,3
772650413,12,3
V1001198,10,3
7C1252160,12,3
52-116-917-501,13,3
52-116-917-520,9,3
DM2029,5,3
SM2110,10,3
P6015007,9,3
SM2111,13,3
SM0151,6,3
52-360-245-001,6,3
V1001203,9,3
178483,11,3
P6015007,8,3
7C1252150,12,3
178483,5,3
7C1252150,6,3
760186150,9,3
7C1252120,6,3
P6019636,7,3
P6019636,9,3
SM0751,6,3
104501,11,3
760212040,5,3
YG5437,7,3
104478LF,5,3
SM0181,7,3
115186,5,3
P6015114,7,3
SM2081,11,3
117104LF,5,3
104462LF,11,3
104463LF,11,3
52-460-754-001,11,3
Y043354,5,3
115174,12,3
517414,6,3
DP1603,9,3
P6015767,13,3
60A0B6002,4,3
DP1603,5,3
104463LF,13,3
115175,7,3
60AABT001,6,3
Y043780,10,3
52-361-106-001,5,3
52-360-905-001,10,3
DP0780,10,3
SM0754,14,3
SM2105,13,3
246271,8,3
7C1052510,11,3
V50832,5,3
P6015837,11,3
P6015749,10,3
DP1604,13,3
A07031,11,3
V50834,8,3
60A0B1006,12,3
DR0232,10,3
7C0252010,11,3
52-362-268-001,8,3
P6015650,6,3
DR0218,10,3
513049,11,3
DR0218,7,3
513049,13,3
7C0252010,6,3
178490,5,3
513061,10,3
60A0B3001,8,3
513061,14,3
SM0704,8,3
7C8051000,9,3
60A0B3002,4,3
52-362-268-001,7,3
117104LF,13,3
DP1966,11,3
7C5750530,12,3
P6015747,8,3
P6015747,9,3
247043,6,3
P6015114,10,3
SM2093,13,3
104468LF,8,3
245755,10,3
P6015055,10,3
772818941,10,3
V50816,9,3
M1000227,5,3
104471LF,4,3
SM2097,10,3
DP0622,10,3
P6015055,12,3
P6015055,8,3
Y044025,12,3
P6015865,10,3
52-430-323-001,9,3
772762087,13,3
DP0210,10,3
DP0210,9,3
DP0210,8,3
178518,13,3
517415,10,3
178515,11,3
115189,4,3
P6015839,11,3
P6015059,6,3
Y044009,6,3
7C1052510,13,3
SM0753,7,2
P6010097,12,2
SM0757,16,2
179271,13,2
179186,6,2
SM2221,7,2
SM2217,11,2
115128,14,2
P6010062,13,2
115124,14,2
SM0752,5,2
115176,5,2
SM2222,9,2
P6010098,21,2
SM0757,13,2
SM0753,10,2
111049,5,2
179278,8,2
115172,9,2
P6010098,14,2
SM2232,8,2
SM2225,5,2
SM2232,6,2
115125,13,2
SM0752,11,2
115173,6,2
111049,6,2
P6010102,7,2
115173,7,2
115171,10,2
SM0755,13,2
P6010083,8,2
SM2232,10,2
P6010099,10,2
SM2230,10,2
115129,3,2
112097,11,2
P5004640,14,2
SM0759,8,2
115176,13,2
115126,3,2
SM2230,6,2
115124,5,2
P6010081,8,2
P6010101,9,2
112098,8,2
P5004638,21,2
P6010097,21,2
P5004638,14,2
SM2219,6,2
P6010098,10,2
179214,8,2
SM2220,9,2
115170,10,2
115176,15,2
111061,13,2
SM0758,8,2
SM0752,7,2
P58508,7,2
SM0760,12,2
P6010001,12,2
P57242,7,2
P57242,9,2
SM2167,5,2
SM2159,10,2
P6010033,8,2
P6010033,7,2
SM2159,7,2
SM2158,12,2
SM2158,10,2
SM2157,6,2
SM2097,7,2
P58729,14,2
SM2104,12,2
SM2154,12,2
P57246,14,2
179256,7,2
P57278,7,2
SM2105,7,2
SM2105,11,2
SM2129,13,2
SM2168,7,2
179256,12,2
SM0761,8,2
P57181,10,2
SM2199,9,2
179258,9,2
179258,7,2
SM2199,8,2
SM2063,6,2
SM2081,5,2
SM2196,10,2
SM2081,6,2
SM2081,8,2
SM2083,8,2
SM2168,14,2
SM2193,9,2
SM2085,6,2
179258,5,2
179257,11,2
SM2085,12,2
SM2087,9,2
SM2088,11,2
SM2088,12,2
SM2190,6,2
P58697,12,2
SM2129,10,2
P58697,10,2
SM2112,13,2
P58501,6,2
P58576,5,2
SM2118,12,2
P58576,4,2
115112,12,2
SM2110,8,2
SM2111,10,2
SM2112,9,2
P58502,13,2
SM2113,14,2
P58697,8,2
115113,12,2
SM2114,6,2
P58506,8,2
SM2114,9,2
179249,5,2
115115,12,2
115115,13,2
115116,5,2
SM2115,11,2
P58496,14,2
SM2108,13,2
SM2119,6,2
179251,5,2
SM2123,10,2
179256,5,2
P58654,6,2
P57278,12,2
P58647,12,2
SM2123,9,2
SM2106,13,2
SM2120,6,2
SM2120,5,2
SM2119,15,2
115117,8,2
P58631,10,2
SM2108,7,2
P58631,9,2
SM2119,12,2
P58631,6,2
P58493,8,2
SM2119,8,2
179251,8,2
115072,12,2
179258,10,2
179258,13,2
SM1249,11,2
179218,9,2
P50772,14,2
P50862,6,2
P50862,11,2
179220,5,2
P50920,10,2
P6010045,11,2
P50920,13,2
P51530,13,2
SM2212,9,2
P6010045,5,2
SM2212,6,2
P51540,8,2
179270,10,2
P51540,16,2
P6010045,8,2
SM1252,5,2
179269,5,2
SM1267,6,2
SM2211,8,2
P50772,12,2
P50772,11,2
P50772,10,2
SM1248,7,2
112099,5,2
112099,6,2
SM0761,12,2
115121,3,2
SM0762,9,2
P5004642,10,2
P6010061,10,2
SM2214,5,2
P6010061,9,2
SM0762,13,2
SM0762,16,2
SM0806,7,2
SM0808,7,2
P6010057,14,2
SM2213,15,2
SM2213,8,2
SM0809,6,2
SM0897,8,2
SM2212,10,2
SM1268,7,2
P6010043,7,2
SM2061,13,2
SM2201,8,2
P53880,8,2
SM1819,6,2
SM1851,11,2
SM1878,9,2
SM1910,8,2
P53880,9,2
SM2205,4,2
112119,10,2
P57081,5,2
SM2060,8,2
P51575,5,2
P57081,10,2
P6010040,6,2
P6010038,6,2
P6010037,13,2
SM2061,12,2
179264,5,2
179263,11,2
P57081,13,2
179220,10,2
179220,9,2
P6010041,7,2
P53880,5,2
P53500,9,2
112099,13,2
P53026,6,2
P53026,8,2
SM1491,8,2
P6010043,6,2
P6010041,13,2
P53026,13,2
P53032,5,2
P53032,6,2
SM1514,9,2
112100,14,2
SM1600,12,2
SM1816,5,2
179267,8,2
SM1816,12,2
179267,6,2
179266,5,2
SM1817,11,2
SM1818,12,2
P58501,10,2
P6014967,14,2
179280,8,2
104454LF,6,2
P5002187,10,2
104458LF,8,2
P5002186,9,2
104456LF,16,2
P5002182,6,2
104454LF,7,2
V50836,12,2
V50816,10,2
104454LF,5,2
P5002176,11,2
104453LF,14,2
104453LF,8,2
P5002175,7,2
104452LF,13,2
104460LF,8,2
V50834,14,2
180170,12,2
104462LF,8,2
180167,10,2
P5002192,12,2
180167,6,2
P5002222,8,2
P5002235,5,2
104463LF,8,2
104463LF,12,2
104465LF,8,2
P5002509,7,2
P5002511,11,2
104468LF,10,2
V50817,7,2
V50816,12,2
P5002175,5,2
104452LF,10,2
P5002174,6,2
P5002012,6,2
P5001873,8,2
V50928,14,2
P5001877,6,2
P5001948,6,2
P5001997,6,2
P5001997,9,2
P5002000,11,2
V50927,14,2
P5002001,12,2
P5002003,10,2
V50926,11,2
P5002003,13,2
P5002004,8,2
104321,19,2
104323,14,2
P5002173,11,2
P5002018,10,2
P5002018,11,2
V50926,5,2
P5002080,6,2
V50925,10,2
P5002081,12,2
V50925,5,2
180225,10,2
V50924,8,2
104450LF,15,2
V50839,10,2
104452LF,8,2
V50838,8,2
P5002173,10,2
P5002513,8,2
P5002513,11,2
P5001851,11,2
180155,9,2
P5002657,10,2
P5002636,13,2
V1001198,12,2
V1001201,11,2
180153,10,2
P5002630,10,2
104501,9,2
P5002513,12,2
V1001203,12,2
104501,7,2
V1001222,8,2
P5002624,21,2
V1002165,8,2
V1002165,11,2
V1001198,9,2
P5002720,13,2
P5002726,5,2
P5002726,8,2
104501,13,2
P5002726,9,2
P5002806,8,2
P5002806,10,2
P5002841,6,2
104502,8,2
P5002854,7,2
P5002855,7,2
V1001188,8,2
P5002855,10,2
P5002855,11,2
V1001188,7,2
V1001183,9,2
104500,13,2
P5002624,7,2
V1002165,14,2
104478LF,13,2
V50816,7,2
P5002555,5,2
V50815,13,2
104473LF,6,2
V50815,5,2
180164,11,2
180164,10,2
P5002558,10,2
V50814,10,2
V50813,12,2
V50811,11,2
V50811,10,2
P5002558,14,2
180164,8,2
V50810,13,2
P5002618,10,2
V50810,12,2
V50810,10,2
P5002561,7,2
180164,5,2
104500,11,2
V50699,10,2
V50697,13,2
V50694,11,2
V1002166,8,2
V1002166,7,2
P5002567,6,2
V1002166,6,2
P5002570,8,2
P5002618,7,2
P5001854,6,2
V50939,7,2
SM2240,9,2
Y043126,13,2
V59171,14,2
08-104-599-504,9,2
X10101,11,2
X5916C,7,2
Y043088,10,2
Y043088,11,2
P5001755,13,2
P5001794,8,2
Y043194,7,2
Y043264,7,2
Y043388,7,2
Y043779,9,2
P5001753,10,2
Y043901,11,2
P5001770,8,2
V59171,9,2
P5001770,13,2
P5001771,7,2
P5001777,7,2
P5001777,9,2
P5001777,10,2
08-105-085-057,4,2
P5001777,13,2
08-105-085-057,10,2
08-105-085-057,12,2
P5001781,9,2
V51976,13,2
P5001781,13,2
P5001790,5,2
08-105-173-065,8,2
P5001790,6,2
Y043921,6,2
Y043922,6,2
Y043928,9,2
YA5822,11,2
P5001702,8,2
P5001702,9,2
P5001702,11,2
YF3818,7,2
P5001705,10,2
P5001718,8,2
P5001718,9,2
P5001718,13,2
YC4335,6,2
YA9729,12,2
YA6291,11,2
YA6049,7,2
P5001723,6,2
180237,11,2
YA5028,6,2
P5001751,8,2
Y94651,10,2
Y94175,8,2
Y93855,10,2
P5001726,10,2
P5001726,12,2
Y93069,5,2
Y83486,8,2
Y15231,10,2
P5001735,7,2
Y14643,10,2
Y044753,10,2
Y044114,6,2
Y044041,6,2
P5001748,9,2
P5001790,9,2
08-105-173-065,9,2
V50939,9,2
V51761,4,2
104302,8,2
P5001828,5,2
P5001827,11,2
104300,9,2
103418LF,11,2
V51760,14,2
103405LF,8,2
08-105-173-065,10,2
103404,14,2
103402,14,2
103401LF,12,2
P5001822,5,2
P5001819,9,2
V51765,13,2
104302,10,2
V51759,4,2
P5001833,9,2
P5001834,9,2
104306,16,2
104309,14,2
P5001836,6,2
P5001836,11,2
V51757,5,2
V51756,12,2
P5001837,6,2
104310,16,2
104312,14,2
P5001837,12,2
V50947,11,2
P5001840,9,2
P5001842,9,2
V51766,7,2
V51766,10,2
103267,15,2
P5001810,5,2
08-105-173-065,11,2
P5001796,6,2
08-105-173-065,12,2
08-105-687-059,12,2
08-105-687-059,14,2
08-111-626-501,8,2
08-111-628-501,6,2
P5001798,7,2
P5001799,6,2
P5001800,8,2
08-112-783-501,14,2
103251,9,2
103252LF,9,2
103257LF,19,2
103259LF,14,2
103267,9,2
V51802,11,2
P5001810,7,2
V51801,10,2
P5001813,15,2
103261LF,6,2
P5001814,8,2
103261LF,10,2
V51767,14,2
P5001814,10,2
103261LF,12,2
V51767,12,2
P5001815,7,2
V51767,11,2
103261LF,13,2
P5002857,6,2
V1001173,15,2
P5002858,6,2
106507,6,2
SM2716,9,2
P5004258,9,2
P5004257,13,2
SM2716,14,2
P5004257,10,2
106507,7,2
104800,11,2
P5004266,6,2
P5004256,21,2
P5004254,13,2
179345,9,2
V01321,6,2
V01321,13,2
V1000014,7,2
SM2716,8,2
106514LF,6,2
P5004259,8,2
SM2561,6,2
SM2365,11,2
179343,5,2
SM2328,6,2
SM2324,5,2
106514LF,10,2
P5004259,21,2
107018,14,2
SM2273,12,2
SM2273,7,2
SM2273,6,2
107020,5,2
SM2271,13,2
107024,8,2
V1000014,11,2
V1000016,10,2
V1000018,6,2
104675,11,2
V1000302,14,2
V1000302,13,2
P5003619,5,2
V1000302,10,2
179349,10,2
104618,6,2
P5003619,9,2
V1000300,14,2
104618,13,2
104626,7,2
104626,11,2
104626,13,2
104675,7,2
104675,9,2
V1000294,4,2
P5003625,13,2
104681,7,2
104683,10,2
P5003621,8,2
P6010102,11,2
P5003621,10,2
P5003621,13,2
179347,9,2
179347,8,2
104726,5,2
179347,6,2
V1000288,14,2
104726,6,2
104800,5,2
179345,12,2
107024,9,2
P5004266,9,2
V1001173,11,2
P5004631,12,2
P5004634,4,2
SM2249,7,2
P5004633,7,2
P5004632,14,2
SM2250,8,2
179289,9,2
P5004631,9,2
110190LF,15,2
110199LF,14,2
P5004631,5,2
110199LF,8,2
P5004625,7,2
P5004621,11,2
SM2252,5,2
179284,9,2
111040,4,2
179284,7,2
111040,14,2
SM2246,12,2
SM2245,6,2
179284,5,2
179283,13,2
179283,10,2
SM2245,5,2
179283,5,2
P5004635,14,2
P5004636,5,2
111044,4,2
SM2243,10,2
P5004637,5,2
179280,12,2
SM2252,6,2
110198LF,13,2
SM2252,12,2
110195LF,13,2
110191LF,5,2
110193LF,10,2
110193LF,16,2
P5004269,10,2
P5004269,11,2
179319,12,2
P5004272,9,2
P5004272,13,2
SM2266,6,2
P5004279,11,2
110194LF,11,2
SM2264,10,2
SM2264,5,2
110195LF,12,2
P5004290,9,2
P5004615,5,2
P5004290,13,2
SM2260,8,2
P5004293,11,2
SM2260,5,2
P5004293,14,2
SM2259,13,2
SM2259,9,2
P5004300,11,2
110196LF,12,2
179316,5,2
SM2255,6,2
110197LF,13,2
P5004347,9,2
P5004347,12,2
P5003617,10,2
V1000914,15,2
104612,13,2
V1001082,5,2
179363,14,2
V1001067,9,2
V1001071,8,2
104603,6,2
P5003566,5,2
V1001073,9,2
V1001082,13,2
P5003617,9,2
V1001082,14,2
179365,15,2
179366,6,2
179366,8,2
V1001089,5,2
P5003554,14,2
V1001064,14,2
V1001064,13,2
V1001060,11,2
V1001055,14,2
104603,10,2
V1001053,8,2
V1001053,7,2
V1001046,13,2
V1001046,7,2
V1001028,14,2
104603,11,2
V1001028,9,2
179362,7,2
V1001028,7,2
V1001019,13,2
P5003572,5,2
179362,5,2
V1001089,9,2
V1001091,6,2
104601,11,2
P5003178,6,2
P5002860,6,2
V1001168,13,2
P5002860,10,2
P5002863,10,2
P5003175,8,2
P5003175,9,2
P5003175,12,2
P5003175,13,2
V1001108,15,2
V1001108,14,2
V1001108,11,2
P5003176,10,2
P5003176,11,2
P5003176,13,2
P5003500,6,2
104600,11,2
P5003530,12,2
P5003544,5,2
P5003552,9,2
P5003552,10,2
V1001108,10,2
104502,13,2
104503,7,2
P5003553,8,2
V1001107,7,2
P5003553,21,2
V1001098,13,2
P5003554,8,2
104600,6,2
104600,8,2
P5003572,8,2
V1001019,7,2
V1001013,11,2
V1000945,9,2
V1000965,10,2
179355,5,2
V1000956,12,2
V1000956,11,2
V1000950,13,2
P5003607,9,2
P5003608,11,2
V1000947,13,2
V1000947,11,2
V1000945,14,2
104609,11,2
P5003610,12,2
P5003610,13,2
P5003611,5,2
P5003611,7,2
V1000974,12,2
P5003611,10,2
V1000941,10,2
179353,7,2
V1000938,5,2
V1000936,12,2
104609,16,2
179353,6,2
V1000936,7,2
V1000932,13,2
V1000932,5,2
V1000929,13,2
179351,7,2
P5003615,8,2
V1000921,6,2
V1000965,17,2
104608,11,2
V1001011,10,2
P5003601,10,2
V1001010,11,2
V1001005,14,2
V1001005,13,2
179361,8,2
V1001005,9,2
P5003576,11,2
V1001002,11,2
104603,13,2
V1001001,9,2
P5003580,10,2
104606,6,2
V1000995,13,2
V1000995,8,2
V1000992,12,2
V1000992,9,2
V1000981,14,2
V1000990,14,2
104606,11,2
P5003602,5,2
104608,6,2
104608,8,2
V1000986,10,2
104608,9,2
179357,7,2
V1000986,7,2
V1000983,12,2
179356,15,2
V1000983,7,2
179356,8,2
V1000983,6,2
104701,8,2
P6010347,6,2
P6010103,13,2
P63231,10,2
P63233,5,2
P6011912,5,2
P6011640,5,2
P6011630,5,2
P6011624,11,2
P63235,11,2
P63238,6,2
P63238,8,2
P6011623,8,2
P63238,10,2
P6011617,9,2
P63241,13,2
P63242,8,2
P63242,10,2
P63242,11,2
P6012464,11,2
P63230,5,2
P6019505,10,2
178476,9,2
P6019596,21,2
P6019597,8,2
P6012546,11,2
P6012546,6,2
P6019636,10,2
P6019638,10,2
P6012511,10,2
P6019640,6,2
P6019664,7,2
P6012510,21,2
P6019671,6,2
178636,7,2
P6019672,6,2
P6019703,9,2
P61129,13,2
P6011605,9,2
P6011598,10,2
P6011598,9,2
P6011598,8,2
P63250,11,2
178466,9,2
P64990FAB,8,2
P6011544,14,2
P6011544,11,2
178463,10,2
P6011540,9,2
P7000109,8,2
P6011510,13,2
178642,10,2
P7000109,9,2
P7000109,10,2
178463,6,2
P70875,9,2
P6011478,8,2
P6011552,4,2
P6011552,7,2
P63250,8,2
P6011568,8,2
P63243,5,2
P6011589,7,2
P6011568,13,2
P6011568,12,2
178639,8,2
178466,13,2
P63245,7,2
P63248,10,2
P63246,6,2
P63247,7,2
P6011555,13,2
P6011552,12,2
P63248,5,2
178641,14,2
178483,8,2
178635,14,2
P6011452,12,2
P6015842,6,2
P6015842,12,2
P6015861,6,2
P6015861,12,2
P6012642,12,2
P6015863,10,2
P6015865,13,2
P6015868,6,2
P6015870,6,2
P6015870,12,2
P6012639,11,2
P6012639,10,2
178487,13,2
P6012639,8,2
P6015891,13,2
P6012638,9,2
P6012643,10,2
P6012650,5,2
P6019505,9,2
P6015839,6,2
P6012703,21,2
P6015770,6,2
P6015770,12,2
P6015833,4,2
P6015833,6,2
P6012703,6,2
P6015835,6,2
P6015835,7,2
P6015835,11,2
P6012703,5,2
P6012695,9,2
P6015837,6,2
P6012689,8,2
P6012688,8,2
P6012650,11,2
P6015907,12,2
P6015907,14,2
P6012611,12,2
P6012611,11,2
P6012593,6,2
178487,8,2
P6016072,9,2
P6016201,11,2
P6016234,6,2
P6016250,6,2
P6016303,6,2
P6012565,8,2
P6012565,7,2
178635,12,2
P6012556,10,2
P6017951,5,2
P6019502,10,2
P6019505,5,2
178487,5,2
P6015970,14,2
P6015970,13,2
178635,10,2
P6015952,9,2
P6015939,11,2
P6015939,13,2
P6015939,14,2
P6015949,11,2
P6012611,8,2
P6015952,6,2
P6015952,10,2
P6012602,7,2
P6015952,14,2
P6015958,14,2
P6015961,6,2
P6012602,11,2
P6015961,7,2
P6015970,10,2
P6011474,7,2
178458,11,2
P6015764,9,2
P6011029,11,2
178654,7,2
P6011026,6,2
P6011023,11,2
P76149,7,2
P76149,14,2
P76995,6,2
P6011023,8,2
P6011023,7,2
P6011023,5,2
P76995,10,2
P6011020,11,2
P77076,7,2
P77076,8,2
P6011019,21,2
P77101,8,2
P75612,12,2
178651,8,2
P75149,21,2
P75606,14,2
P6011042,11,2
175907,9,2
P6011041,7,2
175906,10,2
P6011037,8,2
P75214,14,2
P6011034,9,2
P75383,6,2
P6011034,8,2
P75383,13,2
P6011033,21,2
P75606,5,2
175904,8,2
175904,7,2
178646,8,2
178655,11,2
178656,7,2
P77106,9,2
178656,12,2
175859,11,2
175859,9,2
P6011009,9,2
P77171,5,2
P6011009,7,2
P6011009,6,2
175859,8,2
175859,7,2
P77171,12,2
P6011008,6,2
P77177,8,2
P6011007,7,2
P6011007,6,2
P6011006,11,2
P6011006,8,2
P6011010,11,2
175859,12,2
175859,13,2
P6011015,13,2
175863,11,2
P77115,5,2
P6011016,10,2
175862,7,2
175861,11,2
P77115,14,2
P77115,21,2
175860,7,2
175861,9,2
178657,7,2
178657,8,2
175861,8,2
175861,7,2
175860,12,2
175909,6,2
P6011045,15,2
P6011418,13,2
P6011341,7,2
P6011339,14,2
P6011339,8,2
P6011339,6,2
P6011331,8,2
P6011311,7,2
P6011301,21,2
P70920,7,2
P6011301,6,2
P70928,7,2
P6011219,8,2
P6011214,10,2
P6011214,6,2
178443,6,2
P6011214,5,2
P6011212,7,2
P70906,13,2
P6011341,9,2
P6011046,10,2
P70906,12,2
P6011418,11,2
P6011418,10,2
P6011412,12,2
178458,7,2
P70877,13,2
P70886,9,2
178458,6,2
P70906,6,2
P70906,8,2
P6011348,6,2
P6011346,10,2
P6011343,11,2
P6011342,13,2
P6011342,12,2
P6011342,7,2
P6011210,10,2
P6011208,10,2
P6011208,7,2
P6011208,6,2
P6011057,11,2
P6011057,8,2
P70965,12,2
P70995,7,2
P70995,8,2
P70997,5,2
175910,8,2
175910,7,2
P70997,13,2
P70997,15,2
P71535,9,2
P75087,7,2
P75094,9,2
P6011049,12,2
P75148,5,2
P6011057,12,2
175955,6,2
175955,8,2
P70961,6,2
178442,13,2
P6011205,6,2
P6011204,7,2
P6011204,6,2
P6011201,4,2
P70960,11,2
P6011180,10,2
P6011061,9,2
P6011180,7,2
P6011144,9,2
P6011065,7,2
P70963,11,2
178645,6,2
P6011061,11,2
P6015767,8,2
P6015753,9,2
P6010105,5,2
P6015259,11,2
P6013469,6,2
178582,11,2
P6013466,10,2
P6015260,7,2
P6015260,8,2
P6013466,4,2
P6013462,11,2
