item_number,hour,0
P5001295,5,5
104501,10,5
P5003601,12,5
V1001203,6,5
AC1864,10,5
P2002496,10,5
P5002636,12,5
181876,11,5
52-360-245-001,5,5
228680,5,5
P5003601,9,5
P6010192,6,5
179367,9,5
760212050,5,5
52-116-918-521,8,5
P61449,13,5
AC1864,13,5
52-219-923-519,9,5
P6010193,6,5
P2000844,13,5
175014,5,5
P5001307,12,5
AC1869,7,5
V1001089,6,5
P5001240,8,5
P85299,7,5
V1001055,11,5
P6010202,6,5
903580,12,5
SM0720,9,5
SM0720,10,5
P5001178,7,5
SM0720,13,5
231940,11,5
52-116-917-523,9,5
760186050,11,5
P5003568,6,5
V1002165,9,5
DM2034,10,5
V1002165,7,5
231900,12,5
231900,11,5
V1001089,11,5
V1000990,12,5
178473,12,5
175015,8,5
P5002561,10,5
P5001189,11,5
178635,9,5
P5003554,9,5
230120,8,5
P5001265,10,5
AC1869,10,5
903584,9,5
DM2060,10,5
P5003570,13,5
V1001168,9,5
V1001168,7,5
V1001168,6,5
SM0729,8,5
52-116-917-523,13,5
P5003176,8,5
P5001245,10,5
V1001108,6,5
P5003552,11,5
V1001098,10,5
SM0729,13,5
P2002500,5,5
V1001098,14,5
179363,5,5
903576,8,5
230180,7,5
V1001183,7,5
P5001272,10,5
AC1869,11,5
P6012566,8,5
P6010542,5,5
P5003580,11,5
P6010148,7,5
P2004419,15,5
52-261-521-001,10,5
P5001270,12,5
V1001005,7,5
P5003568,11,5
SM0733,7,5
903578,5,5
228680,8,5
DM1096,7,5
AC1869,13,5
V1001098,8,5
760282050,5,5
DM1096,12,5
P2000848,13,5
903577,10,5
V1001188,6,5
230180,14,5
52-261-521-001,5,5
AC1869,12,5
179367,5,5
DM1045,5,5
P5001313,6,5
DR0234,6,5
60A0B6002,9,5
P6019505,12,5
117412LF,9,5
P63239,6,5
P6012556,6,5
52-239-567-001,8,5
P86111,6,5
52-239-343-001,7,5
52-239-567-001,10,5
P5003605,7,5
52-360-905-001,7,5
181891,9,5
52-360-905-001,5,5
P5002513,5,5
P6015667,8,5
178633,5,5
P5001337,8,5
178473,5,5
903575,5,5
P6010585,7,5
P2002496,13,5
P5001337,6,5
P6010493,10,5
52-361-106-001,7,5
DR0234,9,5
P5001331,13,5
P6011617,6,5
P63242,6,5
V50834,13,5
P6010142,13,5
AC1860,5,5
178490,13,5
52-239-566-001,8,5
60A0B3002,8,5
V1001064,11,5
P63241,10,5
P6012744,10,5
P6010166,6,5
104462LF,9,5
104462LF,14,5
60A0B3003,8,5
P6012744,9,5
P2002484,7,5
DM2010,10,5
178490,11,5
175019,11,5
104463LF,9,5
P6012744,7,5
235941,10,5
52-239-566-001,13,5
179365,7,5
178490,6,5
P5001143,13,5
180846,6,5
P63238,7,5
178948,9,5
179365,9,5
903575,10,5
V50812,6,5
V50812,5,5
P5001325,6,5
P5001319,13,5
P5001319,10,5
175011,12,5
P5003564,8,5
P5001319,7,5
226720,9,5
P5003562,9,5
P5003602,12,5
175012,5,5
903581,11,5
V1000986,6,5
P5003602,9,5
903575,12,5
P5003562,8,5
P2002506,10,5
V1001085,9,5
52-239-571-001,6,5
V50812,8,5
P5001200,7,5
DP1606,10,5
52-239-570-001,7,5
117411LF,13,5
V50816,5,5
V50816,4,5
P63238,5,5
235061,13,5
DM2010,8,5
104471LF,13,5
235061,11,5
V50815,8,5
P2000884,8,5
175017,12,5
DP1966,8,5
104476LF,12,5
P63235,10,5
104476LF,13,5
513601,13,5
DP1966,10,5
V1000981,9,5
P6010370,10,4
52-229-646-001,13,4
AC0720,12,4
185109,12,4
185109,11,4
P6010371,9,4
52-239-345-001,12,4
P6010371,7,4
185025,12,4
175825,8,4
AC1859,11,4
52-239-347-001,9,4
P85018,13,4
P2002653,6,4
P6010365,13,4
P6010580,11,4
P6010583,5,4
185115,4,4
178707,8,4
AC0410,12,4
AC2610,8,4
P6010584,11,4
P2002685,6,4
175827,10,4
AC0410,6,4
185118,7,4
P2002701,11,4
175827,5,4
AC0394,11,4
SM0005,12,4
P82888,11,4
P2002482,13,4
P85287,15,4
P6010894,13,4
P6010362,5,4
175027,7,4
AC2609,9,4
P2002645,12,4
52-229-646-001,9,4
P2002487,8,4
P6010369,21,4
185110,13,4
AC2607,8,4
175033,7,4
AC0661,7,4
P6010369,8,4
P85075,9,4
175022,8,4
P85075,8,4
185113,5,4
SM0001,9,4
185113,7,4
P6010367,12,4
175022,10,4
P2002645,6,4
P2002493,10,4
175022,16,4
P2002645,7,4
P6010554,5,4
AC1871,13,4
185114,8,4
P6010554,10,4
AC0420,10,4
132206,11,4
P6010886,7,4
185025,10,4
AC2469,9,4
P2002510,9,4
P2002422,11,4
P6010882,6,4
P2002510,5,4
AC2535,9,4
184738,6,4
P90523,14,4
P90524,5,4
P2002422,5,4
P85245,12,4
P2002506,13,4
175074,8,4
P2002504,13,4
P85299,10,4
P2002471,13,4
175053,11,4
AC2537,10,4
175001,8,4
P6010882,12,4
52-233-931-409,9,4
P85299,6,4
P90524,14,4
178712,11,4
P2002467,7,4
P2002414,13,4
P2002536,12,4
P85258,7,4
P85258,10,4
175006,5,4
175053,13,4
184097,6,4
AC1860,12,4
P2002461,13,4
P86111,8,4
P86111,9,4
P2002510,13,4
P86130,13,4
P86236,7,4
P2002519,7,4
P85251,8,4
P6010789,21,4
175056,9,4
P2002519,10,4
P6010675,6,4
P85250,12,4
P6010880,5,4
P6010675,5,4
P6010467,6,4
P2002522,6,4
P2002522,9,4
178718,8,4
AC1854,5,4
P85249,9,4
P6010671,7,4
P6010448,8,4
AC2532,10,4
P2002510,11,4
175006,14,4
P90523,9,4
P6010444,13,4
AC1586,9,4
175015,5,4
P6010886,8,4
AC1866,13,4
P6010514,9,4
AC0734,10,4
AC1867,7,4
P6010886,9,4
P6010375,8,4
AC0734,7,4
AC0734,6,4
P2002469,11,4
AC0732,14,4
AC2459,11,4
P6010520,9,4
AC0732,9,4
AC2459,9,4
P6010607,12,4
P6010606,12,4
AC1867,13,4
P85237,12,4
175824,5,4
P6010594,10,4
184453,9,4
R18270,11,4
P6010520,11,4
AC0732,7,4
P2002498,8,4
P6010889,8,4
52-239-345-001,9,4
175017,5,4
52-229-647-001,9,4
P2002414,12,4
P6010376,9,4
P2002502,12,4
AC1584,9,4
AC2465,6,4
175078,8,4
P6010884,5,4
AC2464,11,4
P85265,5,4
P2002542,7,4
P85265,6,4
P90528,5,4
P2002542,8,4
P2002502,10,4
P6010501,11,4
P6010884,6,4
P6010617,15,4
52-229-647-001,13,4
P85242,10,4
178712,7,4
178733,7,4
184089,5,4
169035,12,4
P85240,10,4
P90532,8,4
P85240,7,4
52-229-647-001,12,4
AC1412,9,4
169035,6,4
P6010585,5,4
178657,12,4
185118,13,4
DR0232,7,4
513574,11,4
P6015723,11,4
235061,12,4
235080,8,4
178490,10,4
P6012740,7,4
235400,10,4
P63231,7,4
P6012740,11,4
P2000824,9,4
P6012741,8,4
235941,7,4
236320,10,4
P6015553,12,4
DP1966,6,4
513622,5,4
513622,12,4
235061,9,4
P2000830,12,4
P6015747,11,4
P6015749,6,4
DP1604,12,4
233380,14,4
P6015749,11,4
DP1604,9,4
517411,13,4
233380,12,4
P6015752,11,4
P6015753,11,4
DP1603,14,4
P6015764,11,4
178490,12,4
DR0298,10,4
P6015553,9,4
512620,13,4
P6013051,6,4
238020,7,4
P6015420,7,4
DT0766,13,4
DT0766,12,4
DT0766,11,4
P2000682,11,4
DT0766,7,4
P2000682,13,4
512025,10,4
P6013024,11,4
512027,7,4
P2000688,5,4
P2000688,9,4
P6015548,13,4
P6015553,8,4
P6013006,6,4
P2000692,9,4
P6015549,10,4
P6015550,9,4
512749,6,4
P6012997,13,4
P6015550,10,4
P6015550,12,4
512794,6,4
P6015551,6,4
P6015551,7,4
236761,7,4
P2000726,11,4
P6015552,10,4
231940,12,4
P6012703,11,4
517414,9,4
P6012546,8,4
P6012565,21,4
P6012565,11,4
P6017948,8,4
227040,8,4
P6018924,7,4
P6019502,7,4
DM2029,9,4
52-116-917-520,8,4
52-116-917-520,11,4
P6012556,7,4
P6019505,13,4
P6012546,13,4
226720,7,4
P6012546,9,4
226280,12,4
P6012592,8,4
226280,11,4
226280,8,4
DM1119,9,4
P6012510,13,4
DM1119,6,4
DM1096,13,4
DM1096,10,4
P2000874,7,4
P2000874,8,4
178476,10,4
DM1076,10,4
DM1076,7,4
P61449,5,4
178476,5,4
P6016234,4,4
52-115-223-001,12,4
231940,7,4
517429,7,4
DP1493,7,4
231900,9,4
231900,5,4
P6012643,11,4
DP0692,8,4
231820,6,4
P6015863,13,4
DP0210,12,4
P6012642,10,4
P2000844,9,4
P6015868,12,4
P6012642,6,4
DP0208,14,4
DP0208,13,4
P6015883,6,4
DM2045,12,4
230800,7,4
P6015883,8,4
230440,11,4
P6015891,8,4
DP0079,10,4
P6015949,8,4
DM2060,13,4
230080,16,4
P6012602,5,4
52-115-223-001,7,4
P6012593,8,4
228700,12,4
228700,5,4
DM2045,13,4
178505,10,4
178505,11,4
510825,8,4
P6013488,11,4
M99109,6,4
P6014851,8,4
178518,6,4
178518,5,4
178582,7,4
G95807,7,4
P6015252,9,4
P6015252,10,4
G95806,9,4
P6015253,10,4
P6015254,10,4
M99348,5,4
M99354,13,4
P6013506,11,4
P6013488,6,4
P6014899,6,4
P6015259,9,4
P6013466,6,4
G92848,6,4
P6015261,21,4
P00220,10,4
245122,9,4
P6013456,13,4
P6015264,6,4
501068,7,4
P6013456,11,4
P6013456,10,4
P6015265,6,4
P00560,10,4
245105,12,4
P6014863,9,4
247043,11,4
FM0049,7,4
P6015047,13,4
M28101,13,4
P6014971,9,4
245403,10,4
245123,13,4
P6014981,6,4
M28179,7,4
P6014993,13,4
M28179,11,4
P6014955,8,4
M1000232,12,4
P6015043,12,4
M1000232,7,4
P6014939,12,4
P6015047,10,4
P6015049,6,4
P6014902,6,4
M75064,10,4
P6015053,5,4
P6014939,10,4
P6014929,12,4
P6015055,11,4
P6015057,5,4
P6015057,6,4
P6014923,8,4
P6015059,10,4
P6014920,13,4
246271,5,4
P6015077,11,4
P6014902,9,4
P6014902,8,4
P6015266,11,4
P03429,8,4
238020,13,4
F14200,5,4
F88000,7,4
F88000,5,4
P6013137,6,4
P6013135,8,4
238460,7,4
P6015347,8,4
P6013135,6,4
P6015347,10,4
P6013133,11,4
P2000656,7,4
510762,8,4
510762,10,4
P2000656,8,4
510824,10,4
P6015375,5,4
P6015312,10,4
P6015375,9,4
P2000659,7,4
P6015389,8,4
P6015391,7,4
P2000676,10,4
P2000676,12,4
P2000676,21,4
P2000677,7,4
P2000678,9,4
238030,11,4
P6013051,21,4
P6015415,8,4
P2000680,5,4
238020,16,4
178515,5,4
FK104A,6,4
P6013452,7,4
P6015289,13,4
P03560,8,4
P6015268,12,4
509101,7,4
P03560,13,4
241160,10,4
241160,8,4
P2000011,6,4
509101,12,4
P6013148,11,4
P6015287,13,4
509101,13,4
FM0024,8,4
P6015288,13,4
P6013147,8,4
P6015290,13,4
FK104A,7,4
P6015291,13,4
P6013143,13,4
P6013143,11,4
P6015292,13,4
178515,9,4
P6015294,6,4
P6015294,7,4
P6013142,13,4
P6015302,9,4
P6015302,12,4
P6013139,8,4
P6015308,10,4
P6013138,11,4
FK104A,9,4
226240,13,4
226240,12,4
P2002396,14,4
AP0040,6,4
175846,6,4
P6010988,13,4
AM3951500,8,4
52-128-321-520,5,4
178662,9,4
P2001637,5,4
52-128-321-501,14,4
226240,11,4
P79018,9,4
188554,9,4
AP0068,6,4
P78985,10,4
P78985,8,4
P78985,6,4
AM2736900,13,4
175846,5,4
AM2736900,8,4
P2001637,11,4
AM2736900,6,4
175845,8,4
175845,7,4
P6010985,11,4
P6010985,7,4
P2001639,13,4
P81295,7,4
P2001640,11,4
P6010982,13,4
P6010982,6,4
188553,8,4
175839,8,4
P81354,5,4
P78927,13,4
P6010992,9,4
175849,5,4
P6010998,6,4
AP0154,11,4
175855,6,4
175855,5,4
175854,11,4
P2001605,12,4
175854,8,4
P6010999,12,4
P78725,14,4
P78729,10,4
AP0150,10,4
P6010998,11,4
P6010998,10,4
P78738,13,4
AP0148,6,4
P78791,8,4
P6010993,9,4
P78791,9,4
AP0144,6,4
P6010997,6,4
AP0139,6,4
P78804,9,4
AP0114,12,4
P2001623,9,4
175849,8,4
P78922,6,4
188556,11,4
175849,7,4
AP0104,12,4
AP0104,9,4
P2001623,13,4
P2001641,11,4
P81354,7,4
P81357,7,4
175829,14,4
AC6503,8,4
52-129-440-501,12,4
P81950,12,4
P2002356,6,4
P6010911,5,4
P81952,10,4
P2002376,8,4
AC6113,10,4
178691,7,4
52-129-475-501,7,4
188418,5,4
175830,11,4
175830,10,4
175830,8,4
P82329,13,4
P6010911,8,4
188417,6,4
P82331,10,4
P82331,13,4
P6010907,7,4
187202,7,4
P6010904,11,4
185141,13,4
175828,12,4
P6010897,8,4
175828,8,4
P82364,10,4
P6010895,11,4
185141,6,4
175827,12,4
AC6503,11,4
P6010911,10,4
P81357,8,4
AC8480,6,4
P6010981,8,4
175836,12,4
188432,10,4
P81486,8,4
P6010974,11,4
P6010973,10,4
AC8574,12,4
178671,12,4
P6010973,5,4
P6010971,12,4
AC8480,12,4
P6010971,10,4
P2001742,13,4
P6010971,7,4
P2001744,12,4
AC6513,5,4
175832,9,4
178672,8,4
P6010969,5,4
P81496,8,4
P81496,9,4
P2001745,14,4
P81496,11,4
P2001747,14,4
178682,11,4
P6010912,8,4
P2002322,13,4
P6010912,5,4
P81933,10,4
52-128-803-501,12,4
P6011005,9,4
AP0156,12,4
AP0156,13,4
DM0055,12,4
178642,4,4
DM0456,12,4
P6011548,12,4
P6011548,10,4
178466,8,4
P64150,8,4
P6011484,8,4
52-116-926-501,9,4
DM0401,11,4
P2000919,13,4
DM0401,7,4
52-116-968-501,7,4
P6011453,10,4
209091,9,4
DM0055,8,4
178641,13,4
P6011350,6,4
P6011349,6,4
P2001005,9,4
DM0040,11,4
209085,5,4
P6011341,6,4
P6011301,12,4
P6011236,6,4
P2001013,7,4
P2001013,8,4
P2001013,15,4
178443,8,4
178642,13,4
52-116-968-501,11,4
P2000911,12,4
P63246,12,4
178442,6,4
P6011612,10,4
226240,7,4
178473,10,4
P63233,7,4
52-116-918-521,9,4
P63233,8,4
P63233,9,4
P63233,11,4
DM1029,14,4
P63235,5,4
P6011639,10,4
P6011623,10,4
178473,8,4
P2000884,10,4
P63241,7,4
DM0463,11,4
P63246,10,4
P63242,5,4
P63242,9,4
52-116-921-501,13,4
52-116-922-501,4,4
52-116-922-501,13,4
P63244,6,4
210619,13,4
P2000892,7,4
DM0460,8,4
52-116-922-501,21,4
P63245,11,4
210619,12,4
DM0458,13,4
DM0458,10,4
52-118-401-501,13,4
P2001127,14,4
P77277,10,4
175859,10,4
P2001337,7,4
P2001337,11,4
P77109,12,4
DA0022,7,4
D81500,6,4
P2001391,8,4
CP-737-051-002,10,4
P6011015,12,4
P6010361,12,4
P2001575,9,4
175860,6,4
CM1102,10,4
188703,12,4
P6011010,10,4
CM1101,10,4
P77076,10,4
188703,7,4
P77177,6,4
P6011007,11,4
175858,6,4
P2001578,6,4
P2001578,8,4
P2001601,5,4
175856,7,4
P77214,5,4
175855,9,4
AP3985,7,4
P77214,14,4
P77265,6,4
188701,9,4
P2001335,12,4
P76995,9,4
P2001146,8,4
P6011034,6,4
P70965,9,4
P2001147,14,4
P6011049,9,4
DF0676,11,4
P2001152,9,4
P75148,9,4
P2001152,11,4
DF0676,6,4
P6011045,13,4
DE0951,13,4
P6011045,9,4
P6011037,10,4
P2001157,7,4
P6011037,7,4
P2001165,8,4
P6011023,9,4
DE0078,11,4
175904,9,4
DE0077,13,4
P2001171,7,4
DE0077,10,4
52-123-957-522,7,4
DE0077,8,4
P6011033,13,4
P75606,8,4
P75606,10,4
DB0216,13,4
P75612,9,4
P2001235,13,4
178654,10,4
AC0306,12,4
903589,12,4
SM0010,10,4
P5002189,6,4
P5002177,11,4
182222,7,4
P5002178,9,4
60A0B1003,9,4
SM2240,5,4
60A0B1004,7,4
111046,6,4
772610723,11,4
SM2241,7,4
772610723,9,4
52-362-268-001,11,4
179282,6,4
P49930,15,4
60A0B1004,12,4
111044,9,4
111044,5,4
111042,5,4
772310408,12,4
P5001367,9,4
772310408,11,4
104460LF,13,4
104460LF,14,4
P5001010,10,4
SM2246,10,4
P5001010,12,4
52-324-007-098,6,4
P5004634,14,4
P45730,7,4
P5002177,7,4
P45730,6,4
P5002172,10,4
P5004642,8,4
V50924,9,4
P44073,6,4
P5004642,6,4
SM2218,6,4
P44073,9,4
P5002097,6,4
104450LF,16,4
V50922,12,4
V50922,10,4
104452LF,6,4
SM2223,10,4
P5002174,7,4
SM2227,9,4
P5004638,13,4
104452LF,11,4
P5001387,10,4
6050B7016,8,4
772611406,11,4
V50837,12,4
111049,8,4
52-362-269-001,9,4
P45720,9,4
P5002177,6,4
V50836,14,4
111049,4,4
SM2248,10,4
P5001013,7,4
179271,7,4
P5001013,8,4
SM2259,6,4
P5001343,8,4
769580070,12,4
110196LF,4,4
P5004297,13,4
104465LF,14,4
P5004297,6,4
182203,5,4
P5002427,12,4
P5004293,10,4
768567470,9,4
P5002513,7,4
60B0B1004,7,4
768567470,7,4
P5001331,12,4
768560850,12,4
768560850,11,4
V50815,21,4
768560850,8,4
768560850,7,4
707940240,12,4
707940250,5,4
110195LF,11,4
182198,12,4
110194LF,12,4
52-324-015-084,10,4
SM2265,8,4
60B0B1000,5,4
769580080,6,4
60AABT001,8,4
60A0B3003,7,4
SM2251,5,4
P5001014,8,4
SM2251,9,4
P5001363,8,4
P5002192,10,4
V50834,7,4
SM2253,5,4
P5004347,10,4
P5002235,11,4
772210202,10,4
772210202,9,4
772210202,7,4
104463LF,6,4
SM2258,6,4
772210001,10,4
772210001,6,4
182211,8,4
60A0B3004,10,4
SM2255,11,4
769582730,10,4
769582730,9,4
60A0B6001,9,4
769582630,12,4
SM2256,13,4
P5004300,13,4
182205,11,4
SM2216,7,4
P5004643,9,4
768560030,6,4
P41624,13,4
SM2116,8,4
SM2116,10,4
P58507,9,4
115115,8,4
P58506,6,4
115114,8,4
115114,5,4
SM2117,13,4
SM2117,21,4
115113,5,4
P41130,11,4
P5001476,9,4
P58502,5,4
P58493,11,4
52-362-317-001,11,4
179254,10,4
52-462-165-501,12,4
P57282,9,4
P57278,8,4
P41624,4,4
SM2154,6,4
P41624,5,4
P57246,13,4
P57246,12,4
V1001064,6,4
P5001869,6,4
P5001443,9,4
P58507,10,4
P41100,7,4
P5001479,7,4
52-461-475-000,7,4
SM2107,7,4
115117,13,4
772762007,13,4
P58631,13,4
V51758,11,4
115117,12,4
104304,11,4
P2005084,9,4
104306,12,4
P58631,7,4
V51758,5,4
P2005127,5,4
772650800,6,4
P5001837,11,4
P58572,8,4
P58565,10,4
P58512,10,4
P40600,7,4
P58508,10,4
V51757,11,4
P58508,6,4
SM2115,6,4
SM2115,10,4
772650353,12,4
P5001480,6,4
P5001479,11,4
P5001880,6,4
772634152,11,4
V50924,13,4
115112,8,4
P42546,14,4
P5001431,8,4
P5002004,13,4
P5002012,11,4
772630058,12,4
112118,9,4
772630056,7,4
555038,10,4
772630056,5,4
555038,13,4
772615801,12,4
104328,7,4
P5002018,13,4
P43366,5,4
555039,8,4
P5002071,9,4
112100,10,4
SM2208,12,4
P5002079,6,4
V50925,13,4
P43663,12,4
P51561,14,4
555039,14,4
P51561,9,4
SM2211,12,4
P5002081,8,4
179271,6,4
52-462-491-501,12,4
182551,10,4
112119,6,4
SM2196,6,4
V50928,6,4
SM2159,9,4
P57242,11,4
772634104,12,4
P57221,12,4
182718,10,4
52-462-487-501,11,4
104313,12,4
P5002003,8,4
P57181,12,4
P41820,9,4
52-362-317-001,9,4
179258,6,4
SM2202,12,4
115111,14,4
52-362-317-001,6,4
115074,12,4
P57181,8,4
P57151,13,4
P42268,9,4
SM2199,11,4
772631351,6,4
179265,9,4
SM2202,7,4
V50927,8,4
104315,12,4
P5002558,11,4
P5002558,13,4
772762087,7,4
V1000965,19,4
P5003611,8,4
P5001265,9,4
V1000945,6,4
762881000,10,4
762881000,9,4
V1001168,11,4
104502,10,4
P5003175,21,4
104609,9,4
P5003610,9,4
104609,7,4
V1001108,5,4
V1000947,12,4
P5003609,11,4
P5003553,5,4
P5001245,7,4
762871000,10,4
P5003606,10,4
P5003606,8,4
762811030,8,4
P5003606,7,4
181897,7,4
P5001140,9,4
P5003605,13,4
P5001140,11,4
P5003605,11,4
V1000965,11,4
P5001124,10,4
V1001173,6,4
P5001124,8,4
P5003613,13,4
181913,5,4
V1000929,7,4
P5003617,5,4
V1000929,10,4
P5001266,7,4
763418110,13,4
104612,12,4
V1000929,12,4
P5003615,5,4
763418110,8,4
760311089,13,4
P5002857,7,4
P5003613,11,4
762881010,12,4
V1000932,10,4
P5001115,11,4
V1000936,11,4
P5003613,5,4
V1001173,14,4
P5001265,12,4
V1000938,6,4
V1000938,7,4
V1000938,10,4
P5003611,12,4
760311349,6,4
V1000938,13,4
P5003605,9,4
104608,12,4
V1001183,10,4
P5003553,9,4
76061072B,5,4
P5003580,5,4
V1001005,6,4
V1001082,9,4
P5001186,13,4
76068072B,6,4
104603,12,4
P5003564,14,4
P5001188,7,4
P5001188,10,4
179361,11,4
V1001073,7,4
P5001228,11,4
V1001019,5,4
V1001019,6,4
P5001193,6,4
P5001228,6,4
V1001040,5,4
P5001200,10,4
V1001067,11,4
V1001053,9,4
P5003568,8,4
760913410,10,4
V1001064,9,4
760913420,11,4
760913420,9,4
P5001203,5,4
P5001236,10,4
761270100,5,4
P5003601,6,4
V1001091,5,4
P5001241,9,4
P5003605,8,4
V1000977,6,4
P5001241,5,4
P5003605,6,4
P5003604,9,4
V1000977,13,4
V1001091,13,4
V1001091,11,4
V1000981,10,4
P5001240,12,4
V1000981,11,4
179356,6,4
179359,9,4
179356,12,4
7604A0159,11,4
V1001089,13,4
P5001178,5,4
P5001240,9,4
V1000990,4,4
7604B0049,12,4
181885,10,4
179357,9,4
762290100,11,4
762290100,10,4
7604B0159,13,4
V1000921,12,4
V1001183,11,4
P5004279,12,4
P5004258,11,4
P5002561,14,4
765560250,8,4
P5001053,11,4
107019,14,4
SM2274,7,4
SM2274,11,4
P5004260,9,4
SM2309,8,4
107018,9,4
P5002618,9,4
P5001303,9,4
P5001055,9,4
765380010,9,4
P5004259,13,4
SM2309,14,4
P5001055,13,4
P5001056,7,4
V1002165,13,4
SM2357,11,4
179343,9,4
P5002624,9,4
106514LF,9,4
760186050,7,4
179343,10,4
P5001303,6,4
179345,5,4
765350160,7,4
760186030,6,4
P5001313,7,4
107020,11,4
52-324-015-092,7,4
P5004279,6,4
SM2265,13,4
V50812,12,4
P5004276,6,4
V50812,11,4
182196,12,4
V50812,9,4
104478LF,12,4
110191LF,6,4
P5001051,10,4
V50810,14,4
P5001319,9,4
V50810,8,4
107020,13,4
110190LF,6,4
P5004266,11,4
107034,12,4
SM2270,11,4
104500,10,4
P6010361,8,4
P5001052,11,4
P5001053,4,4
P5001313,13,4
P5001053,6,4
SM2271,14,4
SM2272,5,4
765350160,5,4
760186050,9,4
763478060,5,4
P5004258,10,4
V1000294,12,4
763970600,5,4
V1000296,11,4
P5001102,6,4
V1001198,8,4
P5001102,10,4
V1001198,5,4
V1001193,13,4
763871020,9,4
104618,9,4
P5002809,8,4
P5002812,13,4
P5002854,6,4
P5001108,9,4
763871010,9,4
V1000302,5,4
P5003617,13,4
V1000304,13,4
P5001266,13,4
763810500,10,4
P5001111,10,4
763478070,6,4
V1000917,11,4
P5003617,7,4
763478060,12,4
P5001266,8,4
V1001183,13,4
P5001099,11,4
763970700,9,4
V1000292,12,4
V1000288,5,4
106507,11,4
P5001064,11,4
SM2716,12,4
179345,6,4
SM2717,5,4
104800,12,4
104501,6,4
P5001074,14,4
V1001222,7,4
765310160,9,4
P5002630,6,4
104501,8,4
P5001075,14,4
P5001082,11,4
104800,7,4
P5003625,8,4
179347,5,4
765270100,12,4
V1000290,5,4
181915,10,4
V1000290,8,4
V1000290,11,4
P5002636,10,4
760186090,9,4
V1000292,8,4
P5001082,9,4
SM2106,6,4
P5001203,9,4
52-460-769-020,6,4
P6010105,10,4
P5001807,9,4
P5001545,11,4
P5001638,6,4
115181,5,4
903590,11,4
SM0708,13,4
P5001781,11,4
SM0708,7,4
P2004565,16,4
SM0707,11,4
SM0747,12,4
103258LF,14,4
P6010253,10,4
P2003474,7,4
7C1252160,10,4
P2003473,13,4
115178,12,4
A07015,11,4
132204,13,4
P6010251,7,4
SM0731,10,4
P2003516,6,4
P2003516,10,4
115185,8,4
115184,4,4
52-460-754-001,12,4
52-460-769-017,11,4
P2003516,13,4
115183,8,4
52-460-769-018,8,4
903589,6,4
52-460-769-018,9,4
P2004565,12,4
P6010106,11,4
183545,11,4
115181,7,4
P6010251,6,4
P5001530,5,4
132202,11,4
P6014967,13,4
115181,6,4
P5001755,7,4
P2004567,12,4
SM0711,11,4
P6010103,11,4
903575,9,4
178817,5,4
180251,7,4
P6010166,12,4
P5001647,12,4
52-460-769-021,5,4
P2004622,10,4
180226,9,4
52-261-625-001,6,4
115176,8,4
7C105250B,10,4
52-460-769-021,6,4
P5001770,5,4
P2004622,12,4
115175,14,4
V51973,10,4
SM0730,7,4
P2004421,16,4
V51801,7,4
V51801,12,4
P6010264,21,4
SM0753,9,4
P5001812,11,4
7C1252130,6,4
117404LF,10,4
SM0749,12,4
183534,10,4
103260LF,8,4
V51802,13,4
183765,6,4
P5001527,11,4
P5001751,12,4
P6010264,11,4
V51979,8,4
P6010264,8,4
V51802,5,4
P6010166,8,4
P6010099,7,4
SM0730,11,4
P6010098,13,4
115178,5,4
P6010108,21,4
P6010110,8,4
52-427-932-501,11,4
7C8051070,6,4
52-239-563-001,12,4
183581,9,4
7C9550120,12,4
52-239-563-001,9,4
SM0739,10,4
SM0739,11,4
117413LF,11,4
SM0716,5,4
52-460-769-007,6,4
Y043016,7,4
117402LF,10,4
Y043068,9,4
P5001635,7,4
7C8051080,5,4
P58729,5,4
SM0740,12,4
52-239-562-001,13,4
P5001797,9,4
P2004432,8,4
117413LF,6,4
08-105-687-059,8,4
SM0716,11,4
P5001764,13,4
P2004427,5,4
P6010148,12,4
SM0732,9,4
P6010148,11,4
52-239-570-001,5,4
P6010146,11,4
SM0718,9,4
P6010144,21,4
Y042982,12,4
117403LF,11,4
SM0735,7,4
117404LF,5,4
117403LF,14,4
SM0738,7,4
V51973,7,4
52-239-567-001,5,4
SM0738,10,4
SM0738,11,4
P2004432,9,4
P6010221,12,4
P5001530,9,4
52-239-562-001,8,4
P2004561,12,4
Y043267,6,4
SM0713,10,4
178882,9,4
117103LF,5,4
P6010238,5,4
903586,13,4
P2004561,13,4
115189,5,4
52-239-351-002,11,4
178882,7,4
52-460-769-016,10,4
V51964,13,4
52-460-769-017,5,4
903587,7,4
52-460-769-013,11,4
Y043325,7,4
7C1941020,12,4
52-362-329-001,14,4
52-460-769-016,9,4
P2004411,14,4
P5001805,6,4
903574,9,4
P2004425,5,4
52-460-769-015,13,4
P6010206,6,4
P2004438,6,4
52-239-562-001,5,4
52-261-521-001,7,4
P2004423,19,4
SM0715,7,4
P5001635,13,4
7C5750500,7,4
117105LF,13,4
7C8051000,10,4
P2004440,11,4
P6010130,11,4
117103LF,12,4
SM0714,13,4
P6010237,10,4
7C5750500,10,4
P5001667,11,4
115175,11,4
P2004624,5,4
P2002867,9,4
P6010336,5,4
P6010204,4,4
P2002867,7,4
V59173,7,4
SM0036,7,4
903579,5,4
52-460-769-700,11,4
903579,6,4
104302,5,4
P2002867,6,4
P6010040,9,4
180226,7,4
YC6561,9,4
52-460-769-702,9,4
